PlantNumAuto,TranLetter2,AsclepTransID,PlantID Code from 2012,TRIMBSBUD,TRIMBSFLOW,TRIMBSDONE,TRIMBS NOflow,DEAD STEMS,Length St1,LengthSt2,LengthSt3,Buds St 1,Buds St 2,Buds St 3,Flow St 1,Flow St 2,Flow St 3,BlooStatus St 1,BlooStatus St 2,BlooStatus St 3,Comments2,Comments 3,Ascl within 1 m?,Ascl within 2 m,Grazing lawn?,Shrubs within 1 m?,Bflies nectaring?,Monarch immatures2?,Crab spiders?,Other insects?,Comments 4,Bitten St 1,Bitten St 2,Bitten St 3,total # bitten stems,# of bitten stems flower this year,# bitten stems w axillary,# of UNbit stems w axillary,# of axillary shoots,# of BITTEN Axillary shoots,Comments 5,Comments 6,Photo Exposure,Comments 7,Comments 8
4369,DK,415,RISC2007,0,0,0,2,,,,,,,,,,,,,,2 stems in 2012,,,no,no,"9 dogwoods, 1 shingle oak",no,no,no,no,,,,,0,0,0,0,0,,both stems mostly brown and withered,growing in dense shade of shrubs and fescue and litter,,,
4370,DL,416,RISS1001,1,1,0,0,,,,,,,,,,,,,,is same plant as #202 in atrissopatchlate,"some buds are tiny and green, try to recount later",,no,no (but near),0,no,no,no,no,,,,,0,,,1,8,,"not sure why there are 8 axillary shoots, but there is a slight wound on the main stem…at that point, the main stem grows diagonally instead of vertically",,,,
4371,DL,416,RISS1002,1,2,0,0,1,,,,,,,,,,,,,is sample plant as #201 in atrissopatchlate,,,no,no,0,no,no,no,no,,,,,1,1,1,0,5,,the bitten stem is the one with small buds and no flowers (stem C),,,,
4372,DL,416,RISS1003,0,1,0,2,,,,,,,,,,,,,,,,,no,no (but near),1 buckbrush 10cm to W,no,no,yes; 1 yellow crab spider hiding in blossoms,no,,,,,3,1,3,0,13,,5 of the 13 axillary shoots have also been bitten,,,,
4373,DL,416,RISS3-203,0,0,0,2,,,,,,,,,,,,,,,,,no,no,0,no,no,no,yes; orange furry Cycnia moth larva eating leaves,,,,,1,0,1,0,3 tiny ones,,"the top of the smaller stems appear to have dehisced, as leaf is full grown just above, or it was bitten",in dense fescue and sporobolus,,,
4374,DL,416,RISS3-204,0,0,0,0,,,,,,,,,,,,,,Could not find,,,no,no,2 small buckbrush,no,no,no,no,,,,,,,,,,,,,,,
4375,DL,416,RISS3-205,0,0,0,1,,,,,,,,,,,,,,,,,no,no,0,no,no,no,1 milkweed bud nymph,,,,,1,0,1,0,3,,,"no lawn, but cattle have tromped through here a lot (near pond)",,,
4376,DM,417,RISC3-101,0,1,4,0,,,,,,,,,,,,,,,,,no,no,0,no,no,no,no,,,,,2,2,2,0,9,0,,growing amidst dense tall fescue,,,
4377,DM,417,RISC3-102,0,0,2,0,,,,,,,,,,,,,,,,,no,no,0,no,no,no,no,,,,,0,0,0,0,0,0,,growing dense WSG and tall fescue,,,
4378,DM,417,RISC3-103,0,1,4,0,,,,,,,,,,,,,,,,,no,no,0,no,no,no,no,,,,,0,0,0,2,7 (6+1),0,"bruising on stem A appears to have been caused by trampling; this alse seems to be cause of axillary shoot development on that stem; main stem ceased midstream, but produced 6 large axillary shoots (3 flowered)",growing amidst dense tall fescue,,"pods are 3"" long or longer",
4379,DM,417,RISC3-104,0,1,0,0,,,,,,,,,,,,,,,,,no,no,0,no,no,no,no,,,,,0,0,0,0,0,0,,,,,
4380,DM,417,RISC3-105,0,1,0,1,1,,,,,,,,,,,,,,,,no,no,0,no,maybe; some insect has been eating some buds (in fashion of monarch larva),no,no,,,,,2,1,1,0,8,0,can't tell what killed dead black stem of this year,growing amidst dense tall fescue,,,
4381,DN,418,RISC3-106,0,1,0,1,,,,,,,,,,,,,,,,no,,no,0,no,"yes; lots of leaves missing/chewed up by insects, and some large monarch frass; did not see larvae",no,no,,,,,2,1,2,0,10,0,,growing amidst dense fescue,,,
4382,DN,418,RISC3-107,0,1,4,0,,,,,,,,,,,,,,,,,no,no,0,no,"yes; at 7:50am, found 2 large 5th instar monarch feeding on plant; larvae feeding on stem A, the tallest stem; at 8:45am they were still on that stem and were feeding off different edges of the same leaf",no,no,"monarch larvae are near the top of the stem but are feeding on old, tough leaf, while the stems bitten by ungulates have fresh leaves",,,,3,2,3,0,11,0,,growing amidst dense fescue,1373-1387 on iPhone - 5th instar monarchs feeding,,
4383,DN,418,RISC3-108,0,3,0,0,,,,,,,,,,,,,,,,,no,no,0,no,maybe; some buds have been chewed on,no,no,,,,,3,3,3,0,14,0,,growing amidst dense fescue,,,
4384,DN,418,RISC3-109,0,0,1,0,,,,,,,,,,,,,,,,,no,no,0,no,no,no,no,,,,,2,1,1,0,2,0,"though stem A bloomed and produced pods, the axillary shoot that produced those pods is now dark brown, dead, and just hanging from plant",growing amidst dense fescue,,"the shorter stem has the most flowers/buds combined; it was bitten earlier (lower down on plant) which probably gave stem more time to produce axillary shoots, which are longer and more flower-rich than axillary shoots of stems bitten high",
4385,DO,419,PYWC1002,0,1,0,5,0,,,,,,,,,,,,,,,,no,,,,,,,,,,,3,,,,,,,,,3 stems herbivory - won't flower this year,"1 stem still in leaf, may flower"
4386,DO,419,PYWC1009,2,1,0,1,0,,,,,,,,,,,,,,,,no,,,,,,,,,,,3,,,,,,,,,3 stems total,"tallest stem has 4 shoots, 1 w/ herbivory"
4387,DO,419,PYWC1010,1,1,0,1,0,,,,,,,,,,,,,,,,no,,,,,,,,,,,3,,,,,,,,,3 stems total,"longest stem in flower, but stepped on repeatedly and not in great shape"
4388,DO,419,PYWC1012,4,0,0,0,0,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,"tallest stem had 2 shoots, 1 had herbivory; otherwise the plant is in good shape",3 monarch eggs in bud clusters
4389,Accidental row,411,accidental row,,,,,,,,,,,,,,,,,,,accidental row,,,,,,,,,accidental row,,,,,,,,,,,,,,
4390,DP,420,PYWC2001,3,1,0,4,0,,,,,,,,,,,,,,,,no,,,,,,big fat moth (Cyonia) caterpillar hanging around,,,,,,,,,,,,,,5 stems with multiple shoots,"1 stem dead, 4 shoots herbivory"
4391,DP,420,PYWC2002,3,0,0,4,0,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,2 stems with multiple shoots,4 stems (5 shoots) show herbivory
4392,DP,420,PYWC2003,1,0,0,1,0,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,2 stems with multiple shoots,4 shoots show herbivory
4393,DP,420,PYWC2005,0,1,0,1,0,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,"1 stem herbivory, no flowers this year",
4394,DP,420,PYWC2006,0,0,0,2,0,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,"2 stems, 1 long and dead","1 new stem with 2 shoots, both very small in leaf only (13cm)"
4395,DQ,421,PYWN1001,1,2,0,1,0,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,in dense cover and tall fescue (live and litter),male Regal frit trying to nectar on stem B when I arrived
4396,DQ,421,PYWN1002,3,0,0,1,0,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,all stems bitten by large ungulate,all bitten stems have produced 1 or more axillary shoots
4397,DQ,421,PYWN1003,2,0,0,0,0,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,no evidence of dead stems of this year,both stems were bitten by large ungulates but have multiple axillary shoots
4398,DQ,421,PYWN2001,2,1,0,5,3,,,,,,,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,,,in dense cover and tall fescue (live and litter),five stems show clear evidence of having been bitten by mammals; 2 are in bud (via axillary resprouts)
4399,DQ,421,PYWN2002,0,0,0,0,1,,,,,,,,,,,,,,1 dead stem from previous year,no,,,,,no,,,,,,,,,,,,,,,,in dense cover and tall fescue (live and litter),
4400,DQ,421,PYWN2003,1,0,0,6,0,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,all 6 stems that will not bloom this year have been bitten by large ungulates,five of the six stems sent up axillary shoots
4401,DR,422,PYWN2004,4,0,0,0,1,,,,,,,,,,,,,,,no,N2006 1.1m to NNW,,,,no,,,,,,,,,,,,,,,,all extant live stems bitten by large ungulate,all live stems have 1 or more axillary shoots
4402,DR,422,PYWN2005,2,0,0,0,0,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,all extant live stems bitten by large ungulate,all live stems have 1 or more axillary shoots
4403,DR,422,PYWN2006,2,0,0,0,0,,,,,,,,,,,,,,,no,,,,,no,,Cyncia moth larva (orange fuzzy) eating buds on tallest stem,,,,,,,,,,,,,"1203, 1204",all extant live stems bitten by large ungulate,all live stems have 1 or more axillary shoots
4404,DR,422,PYWN2007,0,1,0,0,0,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,this plant not bitten hence already in late bloom,
4405,DR,422,PYWN2008,0,0,0,2,1,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,all extant live stems bitten by large ungulate,1 stem has sent up an axillary shoot
4406,DS,423,PYWS1001,1,0,0,0,1,,,,,,,,,,,,,PYWATBEN,,,no,no,0,no,no,no,no,,,,,1,1,1,0,1,,,,,dense cover of tall fescue and birdsfoot trefoil,buds tiny and green; try to return for better count
4407,DS,423,PYWS1002,2,0,0,0,0,,,,,,,,,,,,,PYWATBEN,,no,"healthy A. tuberosa with 2 stems in early bud is 1.5m to the W; that plant, which is earlier phenologically, does not have monarch eggs",no,2 buckbrush,no,"yes; 1 monarch egg per stem, each egg laid on back of leaf within 2.5cm of bud cluster",no,no,,,,,1,1,1,0,3,,,,,,buds tiny and green; try to return for better count
4408,DS,423,PYWS2001,1,0,0,2,0,,,,,,,,,,,,,PYWS2AT,,,no,no,yes; 1 sharp cedar snag 50cm to SE,no,"yes; 1 white monarch egg, 1 dark gray monarch egg, both laid on flower buds",no,green spider,it is unclear why the 2 short stems are so short. Grazed upon? Lack of resources allocated to plant?,,,,,,0,0,0,,,,,"buds are small, not tiny; try to get better count later",
4409,DS,423,PYWS2003,0,0,0,2,0,,,,,,,,,,,,,PYWS2AT,,,no,no,yes; 1 sharp cedar snag 15cm to W,no,no,no,no,It is clear that the 5 cm stem hasn't received resources to be bigger; no evidence of grazing,,,,0,,0,0,0,,,,,,
4410,DS,423,PYWS2004,1,0,0,2,0,,,,,,,,,,,,,PYWS2AT,,,no,"no, but near small one",yes; 1 sharp cedar snag 80cm to WSW,no,no,no,no,,,,,0,0,0,0,0,,,,,,buds tiny and green; try to return for better count
4411,,423,(accidental row),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,,423,(accidental row),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,DT,424,PYWS2007,0,6,2,4,0,,,,,,,,,,,,,,,,no; 6 whorled milkweed (non-flowering),"yes, moderate",0,no,yes; eggs on leaf of C stem,no,yes; 2 different spiders,1 flowering stem dying - has open flowers and buds,,,,10,6,6,0,6,,,,,,
4414,DT,424,PYWS2008,0,0,0,1,0,,,,,,,,,,,,,,,,"no; A. syriaca, but protecte dby two branches of dead tree (1.3m N of A. tuberosa)","yes, mild",3 buckbrush,no,no,no,no,,,,,1,0,0,n/a,0,,,,,,
4415,DT,424,PYWS2010,0,0,0,1,0,,,,,,,,,,,,,,,,no,no,0,no,no,no,no,,,,,0,0,0,0,0,,,,,,
4416,DT,424,PYWS2013,0,0,0,2,0,,,,,,,,,,,,,,,no,another A. tuberosa 1.1m S and another 1.4m NW,no,1 multi-floral rose,no,no,no,no,,,,,1,0,1,0,1,,,,,,
4417,DT,424,PYWS2014,2,0,0,2,0,,,,,,,,,,,,,,,,another A. tuberosa 1.6m S of A. tuberosa,no,1 multi-floral rose,no,no,no,yes,1 of the 2 non-flowering stems is dying,,,,0,0,0,0,0,,,,,,
4418,DU,425,LTRC1001,0,0,0,1,0,,,,,,,,,,,,,,,,no,yes,,,no,,,,,,,,,,,,,,,,all stems have been bitten by mammals,plant has axillary shoots
4419,DU,425,LTRC2001,1,0,0,0,0,,,,,,,,,,,,,,,,no,yes,,,no,,,,,,,,,,,,,,,,all stems have been bittem by mammals,plant has axillary shoots
4420,DU,425,LTRC2002,1,0,0,0,0,,,,,,,,,,,,,,,,no,n/a; no right next to one,n/a; 6 buckbrush,"n/a; yes, pearl crescent","n/a; no; caterpillar poop on stem, some missing buds (eaten?)",n/a; no,n/a; no,,,,,1,1,1,0,4,0,,all bite status data is from revisit,,all stems have been bitten by mammals,
4421,DU,425,LTRC2003,2,0,0,3,0,,,,,,,,,,,,,,iPhone photos 1230 and 1231,,no,n/a; yes,n/a; 9 buckbrush,n/a; no,"n/a; no; caterpillar poop on stem, some missing buds (eaten?)",n/a; no,n/a; no,,,,,1,0,1,0,3,0,,all bite status data is from revisit,,,plant has axillary shoots
4422,DU,425,LTRC2004,1,0,0,0,0,,,,,,,,,,,,,,,,no,n/a; yes (mild),n/a; 8 buckbrush,n/a; no,n/a; no,n/a; no,n/a; no,,,,,1,0,1,0,2,0,,all bite status data is from revisit,,all stems have been bitten by mammals,plant has axillary shoots
4423,DV,426,LTRC2005,5,0,0,2,0,,,,,,,,,,,,,,revisited 7/7/2014 and 7/21/2014,no,"Yes, one plant 1.7m away, small plant with only 2 stems, neither will bloom; no monarch eggs on this neighbor","no, but 30cm away",8 buckbrush,yes,"yes, 2 monarch eggs",no,yes,,,,,1,0,0,0,0,0,,,"photos 1141, 1142",return later for more accurate bud counts,2 monarch eggs (1 each on stems B and C)
4424,DV,426,LTRC2006,5,0,0,1,3,,,,,,,,,,,,,,data collected 7/7/2014,1 AT with 2 stems in bud only 80cm to NE,yes,unk,unk,no,"yes, 2 dark monarch eggs (both on flower buds)",no,no,,,,,4,unk,unk,unk,unk,unk,"plant has axillary shoots, but number not counted",two stems bitten 1 cm off ground!,,2 dark monarch eggs (both on buds),4 of 6 stems bitten
4425,DV,426,LTRC2007,1,0,0,1,1,,,,,,,,,,,,,,data collected 7/7/2014,0,0,unk,unk,no,no,no,no,,,,,2,1,2,0,unk,unk,both live stems bitten; perhaps dead stem had been bitten also,,,plant has axillary shoots,
4426,DV,426,LTRC2008,0,0,0,0,0,,,,,,,,,,,,,,data collected 7/7/2014; searched for 10min in grazing lawn but could not find it,0,0,yes,unk,no,no,no,no,,,,,unk,unk,unk,u,,,found no plant; I speculate it was eaten to ground,,,,
4427,DV,426,LTRC2009,8,0,0,13,0,,,,,,,,,,,,,MY FAVORITE PLANT IN THE GRG!!!!,revisited 7/7/2014 and 7/21/2014,0,"one 2m to ENE, another 2m to NNW; both are healthy;",yes,0,no,"yes, 1 small caterpillar on smallest blooming axillary shoot; 1 4th instar (?) caterpillar hiding in grass next to tallest stem; large amounts of poop",no,no,"Though both neighboring milkweeds are in a grazing lawn, they appear to have been spared, or resprouted quickly",,,,3,unk,unk,unk,unk,unk,Three of the 13 non flowering stems have been bitten by ungulate. A few other stems appear very short and weak.,,photos 1138-1140,"one monarch egg on longest stem, on NE-facing dorsum of leaf",return later for more accurate bud count
4428,DW,427,LTRE1001,12,0,0,3,2,,,,,,,,,,,,,LTRE1,,seedling 15cm tall 70cm to S,seedling 18cm tall (two stems) 1.2m to WSW,no,5 buckbrush; 20 buckbrush stems (may have helped protect plant),no,yes (3 4th or 5th instar),no,no,data from 7/21,,,,0,0,0,0,0,,,,718-725 on Nikon,too early for accurate bud count; return later (tiny green buds),five monarch eggs
4429,DW,427,LTRE1002,0,0,0,3,0,,,,,,,,,,,,,LTRE1,,,no,no,0,no,yes (1 5th instar),no,no,data from 7/21,,,,0,0,0,0,0,,,,715-717 on Nikon,no buds yes but might develop in a few weeks,
4430,DW,427,LTRE1003,5,0,0,2,0,,,,,,,,,,,,,LTRE1,,,no,yes (at edge),0,no,"yes; monarch egg on upper surface of a leaf approx. 8"" off ground on stem A (and 10"" below flower)",no,1 green bee and 1 small shiny brown bee,data from 7/21,,,,3,3,3,0,7,0,,,,too early for accurate bud count; return later (tiny green buds),three stems were bitten off about 8cm from ground; one has sent up 2 axillary sprouts that are in bud; 1 has 3 axillary shoots; 1 has one axillary shoot
4431,DW,427,LTRE1004,1,0,0,0,2,,,,,,,,,,,,,LTRE1 at Ray,,,no,yes,2 buckbrush,no,yes (1 4th instar),no,no,data from 7/21,,,,1,1,1,0,3,,,,726-728 on Nikon,too early for accurate bud count; return later (tiny green buds),two monarch eggs
4432,(accidental row),427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,DX,428,LTRE2001,0,0,0,3,2,,,,,,,,,,,,,,,,no,yes,,,no,,,,,,,,,,,,,all stems bitten by mammals,plant has axillary shoots,,,
4434,DX,428,LTRE2002,0,1,0,2,0,,,,,,,,,,,,,,,,no,yes,plant within 50cm of buckbrush or other shrub,,no,,,,,,,,,,,,,,,,the two non-blooming stems were bitten by mammals; the blooming stem was not,blooming stem is 20cm from buckbrush trunk
4435,DX,428,LTRE2003,9,0,0,3,5,,,,,,,,,,,,,,,,no,yes,,,no,,,,,,,,,,,,,,plant has axillary shoots,,"7 of 12 stems were bitten by mammals; appears to be older, larger stems",
4436,DX,428,LTRE2004,0,0,0,0,0,,,,,,,,,,,,,Trimble is where plant should be,,,no,yes,,,no,,,,,,,,,,,,,,no sign of plant though I searched for 10 min.,"grazing lawn #1228,1229",,
4437,DY,429,LTRW2001,1,0,0,2,0,,,,,,,,,,,,,,,0,0,yes,15cm from base of a buckbrush,0,0,0,0,,,,,3,1,3,0,4,0,all 3 stems bitten by mammal,"2 axillary shoots from tallest stem, 1 each from each smaller stem","iPhone photos 1232,1233,1234 show axillary shoots",too early for accurate bud count but there appears to be a few,all three main stems bitten by mammals; two axillary shoots grew from tallest stem; each smaller stem has one axillary shoot
4438,DZ,430,PAWE1001,0,1,0,2,0,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,"4 stems that are dead and dark brown; all 4 are less than 6"" tall",growing in dense grass,,,
4439,DZ,430,PAWE1004,0,12,0,0,0,,,,,,,,,,,,,,,,no,,,"upon arriving, 1 male regal, 1 pearl crescent, 1 coral hairstreak",no,,,,,,,,,,,,,1 dead stem dark brown,growing in dense grass,,,
4440,DZ,430,PAWE1005,3,1,0,1,3,,,,,,,,,,,,,,,,no,,,"upon arriving, 1 pearl crescent, 1 coral hairstreak",no,,,,,,,,,,,,,,"4th tallest stem has 8 buds, no flowers",,,
4441,DZ,430,PAWE1006,0,2,1,1,2,,,,,,,,,,,,,,,,,,,"upon arriving, 1 coral hairstreak was nectaring on longest stem",no,,,,,,,,,,,,,both stems in flower were damaged near ground (bitten?) and each sent up 2 axillary shoots with flowers,growing in dense grass,,,
4442,DZ,430,PAWE1007,0,3,2,1,1,,,,,,,,,,,,,,,,no,,,"upon arriving, 1 pearl crescent was nectaring on 2nd longest stem",no,,,,,,,,,,,,,,,,,
4443,EA,431,PAWE2002,0,8,0,1,2,,,,,,,,,,,,,,,1 A. tuberosa with 3 stems in bloom (and 1 stem that won't bloom this year) only 1m to NNW,,,,"upon arriving, 1 male regal nectaring; 1 gray copper nectared during data collection",no,,,,,,,,,,,,,"""aborted stems"" had got about 6"" tall, then lost most leaves",,,,
4444,EA,431,PAWE2006,0,4,0,2,0,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,surrounded by dense grass,,,
4445,EA,431,PAWE2009,0,3,0,0,1,,,,,,,,,,,,,,,1 A. tuberosa with 2 stems in flower 1m to SE; no other within 1.4m,,,,,no,,,,,,,,,,,,,one dead brown stem from this morning,,,,
4446,EA,431,PAWE2012,0,9,0,0,0,,,,,,,,,,,,,arrived 6:47pm,,1 A. tuberosa with only 2 stems in bloom only 0.9m E,1 A. tubersosa with 2 stems in bloom only 1.4m NE,,,,no,1 yellow crab spider with dead Apis mellifera in its clutches,,,,,,,,,,,,,,,,
4447,EA,431,PAWE2013,,,,,,,,,,,,,,,,,,,failed to sample in 2014,,,,,,,,,,,,,,,,,,,,,,,
4448,EB,432,PAWE2014,0,0,5,0,0,,,,,,,,,,,,,,,1 A. tuberosa 0.9m to E,1 A. tuberosa 1.5m to E,no,1 rose,no,no,,,,,,,0,0,0,0,0,0,,,,,
4449,EB,432,PAWE2015,0,0,1,0,0,,,,,,,,,,,,,,,no,1 A. tuberosa 1.9m to S,no,"3 Rubus, 1 Rosa",no,no; frass found on leaves but not of monarch,no,no,,,,,0,0,0,1,1,0,"1 axillary shoot, probably due to trampling (a bruise on stem 30cm off the ground)",,,,
4450,EB,432,PAWE2044,0,1,1,1,0,,,,,,,,,,,,,,,no,1 robust A. tuberosa 1.15m N of this plant (with 13 stems that are done flowering) and plant PAWE2045 is 1.3m S of this plant,no,6 Rubus,no,no,no,no,,,,,0,0,0,1,1,0,"1 axillary shoot, probably due to trampling (a bruise on stem 30cm off the ground)",,,,
4451,EB,432,PAWE2045,0,1,7,1,0,,,,,,,,,,,,,,,another robust A. tuberosa 1m to E and a smaller A. tuberosa 0.8m to WSW,,no,12 Rubus,no,no,no,no,,,,,0,0,0,1,2,0,2 axillary shoots coming off near base of the plant; stem was probably trampled (no bite mark),,,,
4452,EC,433,PAWS1001,0,1,2,3,0,,,,,,,,,,,,,,,,no,no,1 wild plum (20cm S),no,no,no,no,,,,,3,3,0,0,0,,(3 bitten stems would have flowered this year); had tops bitten off recently (so recent that there aren't any axillary buds swelling),"stems are bitten 50-60cm off the ground, so the bites are quite recent (also demsonstrated by lack of axillary shoots), presumably by a deer",,,
4453,EC,433,PAWS1002,2,2,0,1,1,,,,,,,,,,,,,,,no,,no,0,no,no,no,no,,,,,2,2,2,1,11,,"stems are bitten 50-60cm off the ground, so the bites are quite recent (also demsonstrated by lack of axillary shoots), presumably by a deer","buds are small and green, return later for better bud count",,"for unbitten stems with axillary shoots, this stem was not bitten, but has bruise near base, which might help explain the axillary shoot, which arises 1"" from ground",
4454,EC,433,PAWS1006,0,12,1,0,0,,,,,,,,,,,,,,,,no,no,0,yes; 1 coral hairstreak nectaring,no,no,no; 1 honey bee nectaring,,,,,0,0,0,0,0,,,,,,
4455,EC,433,PAWS1007,0,3,0,0,0,,,,,,,,,,,,,,,another A. tuberosa only 0.65m to WNW - named it PAWS1401,,no,0,no,no,no,no,,,,,0,0,0,0,0,,small portion of spreading inflorescence bitten off,,,,
4456,EC,433,PAWS1401,0,1,1,1,0,,,,,,,,,,,,,new; 0.65m WNW of PAWS1007,,0.65m WNW of PAWS1007,,,,,,,,,,,,,,,,,,,,,,
4457,ED,434,PAWS2004,0,3,0,0,0,,,,,,,,,,,,,,,,no,no,0,yes (initial visit 7/3/2014),no,no,no,"when we arrived, 1 male regal on the longest stem and 1 coral hairstreak on the shortest stem",,,,0,0,0,0,0,0,,,,,
4458,ED,434,PAWS2005,0,0,0,2,0,,,,,,,,,,,,,,,,no,no,7 prairie rose,no,no,no,no,,,,,0,0,0,0,0,0,,some litter and standing dead but dense cover of live forbs and warm season grasses,,,
4459,ED,434,PAWS2006,0,0,6,2,0,,,,,,,,,,,,,,,,no,no,4 prairie rose,no,no,no,ant,,,,,1,1,1,0,2,0,,one non-flowering stem yellowing,,,
4460,ED,434,PAWS2007,0,0,4,1,0,,,,,,,,,,,,,very confusing picture with the trimble point; no milkweed found within 0.5m of trimble point; the plant we collected data on is 1.0m S of the trimble point,,,there is another A. tuberosa 1.5m N of GPS point (2 stems with no flowers this year) and 1 A. tuberosa 1.5m SE of GPS point (1 stem with no flowers),no,0,no,no,no,daddy long legs,,,,,0,0,0,0,0,0,,"the plant towers over a solid bed of Coreopsis palmata; the Coreopsis palmata are dense, but shade only the base of the A. tuberosa",,,
4461,ED,434,PAWS2012,2,1,0,1,0,,,,,,,,,,,,,,,,no,no,0,no,no,no,ant,,,,,0,0,0,0,0,0,"non-flowering stem possible trampled, scars on stem",,,,
4462,ED,434,PAWS2013,0,0,1,1,0,,,,,,,,,,,,,plant is 1.0m SSW of trimble point,,,another A. tuberosa with 1 stem (no flowers) is 30cm to W of plant,no,1 buckbrush,no,no,no,no,,,,,0,0,0,0,0,0,,growing in dense native vegetation,,,
4463,accidental row,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,EE,435,PAWW1001,0,0,0,0,0,,,,,,,,,,,,,,no living stems from this year,,no,no,0,no,no,no,no,,,,,0,0,0,0,0,0,found two dead stems from 2013; no dead or live stems from 2014,"trimble point is amidst dense cover of WSG, litter, standing dead",,,
4465,EE,435,PAWW1002,1,0,0,1,0,,,,,,,,,,,,,,,,no,no,0,no,no,no,no,,,,,0,0,0,0,0,0,,"trimble point is amidst dense cover of WSG, litter, standing dead",,,
4466,EE,435,PAWW1003,0,0,7,0,1,,,,,,,,,,,,,,,,no,no,"1 locust tree, 5 black berry",no,no,no,no,,,,,0,0,0,0,0,0,,"trimble point is amidst dense cover of WSG, litter, standing dead",,,
4467,EE,435,PAWW1004,0,0,0,1,1,,,,,,,,,,,,,,"very dense cover of forbs, WSG, and litter",,no,no,0,no,no,no,no,,,,,0,0,0,0,0,0,found dead stem from 2013,"trimble point is amidst dense cover of WSG, litter, standing dead",,"this year's stems appear to grow a bit, get shaded out, and die",
4468,EE,435,PAWW1005,0,3,0,0,0,,,,,,,,,,,,,,,,no,no,0,no,no,no,"yes; yellow and black scarab-like beetle (seen in Stillwater, OK on milkweeds)",,,,,0,0,0,0,0,0,,"trimble point is amidst dense cover of WSG, litter, standing dead",1305-1309 on iPhone,,
4469,accidental row,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,EF,436,PAWW1006,0,4,0,1,0,,,,,,,,,,,,,,,,no,no,1 buckbrush,no,no,no,no,,,,,3,3,3,0,4,0,,,,,
4471,EF,436,PAWW1007,0,0,0,0,0,,,,,,,,,,,,,,no plant found,,no,no,2 shrubs (1 hawthorn),no,no,no,no,,,,,,,,,,,,"trimble point amidst dense cover of WSG, litter, forbs, etc.",,,
4472,EF,436,PAWW1008,0,0,2,0,0,,,,,,,,,,,,,,,,no,no,0,no,no,no,no,,,,,0,0,0,0,0,0,,,,,
4473,EF,436,PAWW1009,0,0,0,0,0,,,,,,,,,,,,,,no plant found,,,no,1 rose,no,no,no,no,,,,,,,,,,,,"trimble point amidst dense cover of WSG, litter, forbs, etc.",,,
4474,EG,437,PAWW2002,0,5,2,0,0,,,,,,,,,,,,,,,no,1 A. tuberosa 1.5m to E (with 1 stem that won't flower this year); 1 A. tuberosa to S (with 1 stem in bud) with 13 buds and no signs of monarch immatures,no,0,no,no,no,no,,,,,0,0,0,1,2,0,,,,,
4475,EG,437,PAWW2003,0,1,0,0,0,,,,,,,,,,,,,,,,no,no,0,no,no,no,yes,,,,,0,0,0,0,0,0,,,,,
4476,EG,437,PAWW2004,0,0,0,0,0,,,,,,,,,,,,,,no livng stems found,,no,no,1 buckbrush,no,no,no,no,,,,,0,0,0,0,0,0,found 3 dead stems from last year,,,,
4477,EG,437,PAWW2005,0,0,0,0,0,,,,,,,,,,,,,,no living stems found,,no,no,0,,,,,,,,,,,,,,,found 3 dead stems from last year,,,,
4478,EG,437,PAWW2007,0,0,0,0,0,,,,,,,,,,,,,,no living stems found,,no,no,1 rose,,,,,,,,,,,,,,,"of 5 plants in dense cluster (from transects 1 and 2) 4 are non-existent above ground, and 1 has a single 5cm tall live stem","soil too moist? Too much competition? All 5 are in a swale, E of a N/S ridge",,,
4479,EH,438,RICHN1001,0,0,0,3,0,,,,,,,,,,,,,,,,no,no; only 1m from cattle trail; 7 large areas flattened by sleeping ungulates within 12m radius,0,no,no,no,no,,,,,0,0,0,0,0,,,plant in area of dense smooth brome litter (not as dense as fescue litter at RCHS1),,,
