PlantNumAuto,TranLetter2,AsclepTransID,PlantID Code from 2012,2013 Plant ID Code,2014 Plant ID Code,Sample Date if diff from TransMetadata,Trimb in 2012?,2012 Trimb Pt name,new 2014 id in trimb,VISITED PREV in 2014?,CODE FOR PREV VISIT,VISITED AGAIN IN 2014?,CODE FOR LATER VISIT,Comments2,TRIMBLED IN 2014?,which trimble?,FileName?,Northing,Easting,TRIMBSBUD,TRIMBSFLOW,TRIMBSDONE,TRIMBS NOflow,DEAD STEMS,Comments 3,Comments 3G,Ascl within 1 m?,Ascl within 2 m,Grazing lawn?,Shrubs within 1 m?,Bflies nectaring?,Monarch immatures2?,Crab spiders?,Other insects?,Comments 4,total # bitten stems,# of bitten stems flower this year,# bitten stems w axillary,# of UNbit stems w axillary,# of axillary shoots,# of BITTEN Axillary shoots,Comments 5 damage,Comments 6,Photo Exposure,Comments 12,Comments 13,Comments 14,Comments 15,Comments 16
3328,AC,329,none (new in 2013),GIL-C1-13-R1-005,,,no,none (new in 2013),,,,,,,yes,,AT2013GIL,,,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,AC,329,none (new in 2013),GIL-C-2013-901,,,no,none (new in 2013),,,,,,,yes,,AT2013GIL,,,0,10,0,1,,2 Pearl Cresents nectaring & 1 dead pearl cresent held by crab spider,,,,,,,,,,,,,,,,,,Stem had buds but died this spring,,,,,,
3330,AC,329,none (new in 2013),GIL-C-2013-902,,,no,none (new in 2013),,,,,,,yes,,AT2013GIL,,,0,3,0,2,,one of the two stems was bitten by large ungulate 12cm off the ground,,,,,,,,,,,,,,,,,,,,,,,,
3332,Accidental Row,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,AD,330,,GIL-C2-13-R1-001,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,AE,331,,GIL-SI-13-R1-000,,,,,,,,,, No Plants Seen,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,AF,332,,GIL-S2-13-R1-000,,,,,,,,,,No Plants Seen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,AG,333,,LTR-E1-13-R1-001,,,,,,,,,,Validation Testing Performed: initial Bloom Status: full,No,,,,,,,,,,Clouded sulfur and 2 pearl cresents nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3337,AG,333,,LTR-E1-13-R1-002,,,,,,,,,,Validation Testing Performed,No,,,,,,,,,,1 pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3338,AG,333,,LTR-E1-13-R1-003,,,,,,,,,,"the stem that will not flower this year was bitten off  10"" above ground by large herbivore, Validation Testing Performed: intial stem counts: Stems in Bud:0, Stems in Flower: 3, Stems No Flowers: 0, bloom status: full",No,,,,,,,,,,2 pearls nectaring,,,,,,,,,,,,,,,,,,"very likely that Ben Nagel did not see these plant in 2012 given their great distance from E1. They are within East patch, which is good.",,,,,,
3339,AG,333,,LTR-E1-13-R1-004,,,,,,,,,,Validation Testing Performed: intial bloom status:full,No,,,,,,,,,,1 pearl nectaring,,,,,,,,,,,,,,,,,,"very likely that Ben Nagel did not see these plant in 2012 given their great distance from E1. They are within East patch, which is good.",,,,,,
3340,AG,333,,LTR-E1-13-R1-005,,,,,,,,,,Validation Testing Performed,No,,,,,,,,,,4 pearls and 1 monarch nectaring,,,,,,,,,,,,,,,,,,"very likely that Ben Nagel did not see these plant in 2012 given their great distance from E1. They are within East patch, which is good.",,,,,,
3341,AG,333,LTR1003,LTR-E1-13-R1-006,,,,,,,,,,,Yes,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,"Anna H. revisited 3 plants that were trimbled in 2012. Two of the three plants had no flowers yet, & Ray did not see them during distance sampling",,,,,,
3342,AG,333,LTR1001,LTR-E1-13-R1-007,,,,,,,,,,,Yes,,,,,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,AG,333,LTR1002,LTR-E1-13-R1-008,,,,,,,,,,,Yes,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,AH,334,,LTR-E2-13-R1-001,,,,,,,,,,Validation of stem counts performed: initial stems in flow: 4; no butterflies present,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,AH,334,,LTR-E2-13-R1-002,,,,,,,,,,"Validation of stem counts performed: values the same; 1 coral hairstreak, 4 pearls",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,AH,334,,LTR-E2-13-R1-003,,,,,,,,,,Validation of stem counts performed: values remained the same; 6 pearls,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,AH,334,,LTR-E2-13-R1-004,,,,,,,,,,"Validation of stem count performed: initial StemsFLOWER 13, 1 pearl cresent",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,AH,334,,LTR-E2-13-R1-005,,,,,,,,,,Validation of stem counts performed: initial Stems inFlow: 2; 4 pearl cresents nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,AH,334,LTRE2001,LTR-E2-13-R1-006,,,,,,,,,,,yes,,,,,0,4,0,1,,"1 monarch caterpillar visiting, 1 crab spider eating a fly",,,,,,,,,,,,,,,,,,,,,,,,
3350,AH,334,LTRE2003,LTR-E2-13-R1-007,,,,,,,,,,,yes,,,,,0,18,0,0,,"1 great spangled, about 5 pearl cresents, and an unknown hairstreak visiting",,,,,,,,,,,,,,,,,,,,,,,,
3351,AH,334,LTRE2002,LTR-E2-13-R1-008,,,,,,,,,,,yes,,,,,0,2,0,0,,2 pearl cresents and one unknown hairstreak/copper visiting,,,,,,,,,,,,,,,,,,,,,,,,
3352,AH,334,LTRE2004,LTR-E2-13-R1-009,,,,,,,,,,,yes,,,,,0,3,0,0,,shortest stem is bent like it was trampled and then healed and flowered,,,,,,,,,,,,,,,,,,,,,,,,
3353,AI,335,,LTR-C1-13-R1-001,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,AI,335,,LTR-C1-13-R1-002,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,AI,335,,LTR-C1-13-R1-003,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,AI,335,,LTR-C1-13-R1-004,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,AJ,336,,LTR-C2-13-R1-001,,,,,,,,,,"two stems, one flowering",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,AJ,336,,LTR-C2-13-R1-002,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,AJ,336,,LTR-C2-13-R1-003,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,AJ,336,,LTR-C2-13-R1-004,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,AJ,336,,LTR-C2-13-R1-005,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,AJ,336,,LTR-C2-13-R1-006,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,AJ,336,,LTR-C2-13-R1-007,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,AJ,336,,LTR-C2-13-R1-008,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,AJ,336,,LTR-C2-13-R1-009,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,AJ,336,,LTR-C2-13-R1-010,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,AJ,336,,LTR-C2-13-R1-011,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,AJ,336,,LTR-C2-13-R1-012,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,AJ,336,,LTR-C2-13-R1-013,,,,,,,,,,"one full, 2 wont bloom; actually 3 stems 2 bitten off and reprouted as 2 each",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,AJ,336,LTRC2005,LTR-C2-13-R1-014,,,,,,,,,,,yes,,,,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,AJ,336,LTRC2003,LTR-C2-13-R1-015,,,,,,,,,,,yes,,,,,0,1,0,5,,5 stems bitten off,,,,,,,,,,,,,,,,,,,,,,,,
3372,AJ,336,LTRC2002,LTR-C2-13-R1-016,,,,,,,,,,,yes,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,AJ,336,LTRC2004,LTR-C2-13-R1-017,,,,,,,,,,,yes,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,AJ,336,LTRC2006,LTR-C2-13-R1-018,,,,,,,,,,,yes,,,,,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,AJ,336,LTRC2007,LTR-C2-13-R1-019,,,,,,,,,,,yes,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,AJ,336,LTRC2008,LTR-C2-13-R1-020,,,,,,,,,,,yes,,,,,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,AJ,336,LTRC2001,LTR-C2-13-R1-021,,,,,,,,,,,yes,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,AK,337,,LTR-W1-13-R1-000,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,AL,338,,LTR-W2-13-R1-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,AL,338,,LTR-W2-13-R1-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,AL,338,,LTR-W2-13-R1-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,AL,338,LTRW2001,LTR-W2-13-R1-004,,,,,,,,,,,Yes,,,,,2,0,0,0,,Data collect by Shannon and transcribed by Ray from datasheet transect #319,,,,,,,,,,,,,,,,,,,,,,,,
3384,AM,339,PYWN1001,PYW-N1-13-R1-001,,,,,,,,,,,yes,,,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,AM,339,PYWN1002,PYW-N1-13-R1-002,,,,,,,,,,Black swallowtail nectared on tallest stem; clouded sulpher nectaring on shortest stem,yes,,,,,0,5,0,0,,"1 monarch, 1 clouded sulphur nectaring",,,,,,,,,,,,,,,,,,,,,,,,
3386,AM,339,PYWN1003,PYW-N1-13-R1-003,,,,,,,,,,,yes,,,,,0,2,0,0,,1 pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3387,AN,340,,PYW-N2-13-R1-001,,,,,,,,,,"Very hard to see bloom status (hidden by fescue), 1 monarch nectaring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,AN,340,,PYW-N2-13-R1-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,AN,340,,PYW-N2-13-R1-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,AN,340,,PYW-N2-13-R1-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,AN,340,,PYW-N2-13-R1-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,AN,340,,PYW-N2-13-R1-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,AN,340,,PYW-N2-13-R1-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,AN,340,,PYW-N2-13-R1-008,,,,,,,,,,6 pearl cresents nectaring at it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,AN,340,,PYW-N2-13-R1-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,AN,340,,PYW-N2-13-R1-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,AN,340,,PYW-N2-13-R1-011,,,,,,,,,,1 clouded sulphur nectar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,AN,340,,PYW-N2-13-R1-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,AN,340,,PYW-N2-13-R1-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,AN,340,,PYW-N2-13-R1-014,,,,,,,,,,3 pearl cresents nectaring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,AN,340,,PYW-N2-13-R1-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,AN,340,,PYW-N2-13-R1-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,AN,340,,PYW-N2-13-R1-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,AN,340,,PYW-N2-13-R1-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,AN,340,PYWN2001,PYW-N2-13-R1-019,,,,,,,,,,,Yes,,,,,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,AN,340,PYWN2002,PYW-N2-13-R1-020,,,,,,,,,,,Yes,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,AN,340,PYWN2006,PYW-N2-13-R1-021,,,,,,,,,,,Yes,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,AN,340,PYWN2004,PYW-N2-13-R1-022,,,,,,,,,,,Yes,,,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,AN,340,PYWN2007,PYW-N2-13-R1-023,,,,,,,,,,,Yes,,,,,0,0,0,0,,Top of plant eaten off,,,,,,,,,,,,,,,,,,,,,,,,
3410,AN,340,PYWN2005,PYW-N2-13-R1-024,,,,,,,,,,,Yes,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,AN,340,PYWN2003,PYW-N2-13-R1-025,,,,,,,,,,,Yes,,,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,AN,340,PYWN2008,PYW-N2-13-R1-026,,,,,,,,,,,Yes,,,,,0,1,0,1,,Top of plant eaten off,,,,,,,,,,,,,,,,,,,,,,,,
3413,AO,341,,PYW-C2-13-R1-001,,,,,,,,,,1 pearl cresent,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,AO,341,,PYW-C2-13-R1-002,,,,,,,,,,1 pearl cresent,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,AO,341,,PYW-C2-13-R1-003,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,AO,341,,PYW-C2-13-R1-004,,,,,,,,,,"1 monarch, 1 pearl nectaring",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,AO,341,,PYW-C2-13-R1-005,,,,,,,,,,tiny,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,AO,341,,PYW-C2-13-R1-006,,,,,,,,,,"1 clouded, 1 pearl nectaring",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,AO,341,,PYW-C2-13-R1-007,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,AO,341,,PYW-C2-13-R1-008,,,,,,,,,,1 pearl nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,AO,341,,PYW-C2-13-R1-009,,,,,,,,,,2 pearls nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,AO,341,,PYW-C2-13-R1-010,,,,,,,,,,seem white looking back,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,AO,341,PYWC2005,PYW-C2-13-R1-011,,,,PYW-C2-2005 (?),,,,,,Same plant as PYWC1011 from 2012; this plant supercedes PYWC1001,yes,,PYWATBEN,,,0,2,0,0,,1 crab spider,,,,,,,,,,,,,,,,,,this is the same plant as c1011 from 2012,,,,,,
3424,AO,341,PYWC2002,PYW-C2-13-R1-012,,,,PYW-C2-002 (?),,,,,,,yes,,,,,3,1,0,0,,,,,,,,,,,,,,,,,,,,very young buds (still in leaves),,,,,,
3425,AO,341,PYWC2003,PYW-C2-13-R1-013,,,,PYW-C2-2003,,,,,,,yes,,,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,AO,341,PYWC2001,PYW-C2-13-R1-014,,,,PYW-C2-2001,,,,,,,yes,,,,,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,AO,341,PYWC2006,PYW-C2-13-R1-015,,,,PYW-C2-2006 (?),,,,,,,yes,,,,,1,3,0,0,,,,,,,,,,,,,,,,,,,,1 crab spider,,,,,,
3428,Accidental Row,341,,accidental row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,AP,342,,PAW-E1-13-R1-001,,,,,,,,,,monarch nectaring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,AP,342,,PAW-E1-13-R1-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,AP,342,,PAW-E1-13-R1-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,AP,342,,PAW-E1-13-R1-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,AP,342,,PAW-E1-13-R1-005,,,,,,,,,,Validated Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,AP,342,,PAW-E1-13-R1-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,AP,342,,PAW-E1-13-R1-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,AP,342,PAWE1001,PAW-E1-13-R1-008,,,,,,,,,,,yes,,Pawe1AT,,,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,AP,342,PAWE1004,PAW-E1-13-R1-009,,,,,,,,,,,yes,,Pawe1AT,,,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,AP,342,PAWE1005,PAW-E1-13-R1-010,,,,,,,,,,,yes,,Pawe1AT,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,AP,342,PAWE1006,PAW-E1-13-R1-011,,,,,,,,,,,yes,,Pawe1AT,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,AP,342,PAWE1007,PAW-E1-13-R1-012,,,,,,,,,,,yes,,Pawe1AT,,,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,AQ,343,,PAW-E2-13-R1-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,AQ,343,,PAW-E2-13-R1-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,AQ,343,,PAW-E2-13-R1-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,AQ,343,,PAW-E2-13-R1-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,AQ,343,,PAW-E2-13-R1-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,AQ,343,,PAW-E2-13-R1-006,,,,,,,,,,"full, early full, early",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,AQ,343,,PAW-E2-13-R1-007,,,,,,,,,,obscured by veg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448,AQ,343,,PAW-E2-13-R1-008,,,,,,,,,,pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,AQ,343,,PAW-E2-13-R1-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,AQ,343,,PAW-E2-13-R1-010,,,,,,,,,,"full, full, full",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,AQ,343,,PAW-E2-13-R1-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,AQ,343,,PAW-E2-13-R1-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,AQ,343,,PAW-E2-13-R1-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,AQ,343,,PAW-E2-13-R1-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,AQ,343,,PAW-E2-13-R1-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,AQ,343,,PAW-E2-13-R1-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,AQ,343,,PAW-E2-13-R1-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,AQ,343,,PAW-E2-13-R1-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,AQ,343,,PAW-E2-13-R1-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,AQ,343,,PAW-E2-13-R1-020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,AQ,343,,PAW-E2-13-R1-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,AQ,343,,PAW-E2-13-R1-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,AQ,343,,PAW-E2-13-R1-023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,AQ,343,,PAW-E2-13-R1-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,AQ,343,,PAW-E2-13-R1-025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,AQ,343,,PAW-E2-13-R1-026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,AQ,343,,PAW-E2-13-R1-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,AQ,343,,PAW-E2-13-R1-028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469,AQ,343,,PAW-E2-13-R1-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,AQ,343,,PAW-E2-13-R1-030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,AQ,343,,PAW-E2-13-R1-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,AQ,343,,PAW-E2-13-R1-032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,AQ,343,,PAW-E2-13-R1-033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,AQ,343,,PAW-E2-13-R1-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,AQ,343,,PAW-E2-13-R1-035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,AQ,343,,PAW-E2-13-R1-036,,,,,,,,,,"6 crab, pearl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,AQ,343,,PAW-E2-13-R1-037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,AQ,343,,PAW-E2-13-R1-038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,AQ,343,,PAW-E2-13-R1-039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,AQ,343,,PAW-E2-13-R1-040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,AQ,343,,PAW-E2-13-R1-041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,AQ,343,,PAW-E2-13-R1-042,,,,,,,,,,"1 pearl, 1 crab spider",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,AQ,343,,PAW-E2-13-R1-043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,AQ,343,,PAW-E2-13-R1-044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,AQ,343,,PAW-E2-13-R1-045,,,,,,,,,,on west facing ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,AQ,343,,PAW-E2-13-R1-046,,,,,,,,,,small inflow.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,AQ,343,,PAW-E2-13-R1-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,AQ,343,,PAW-E2-13-R1-048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,AQ,343,,PAW-E2-13-R1-049,,,,,,,,,,"full, bud",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,AQ,343,,PAW-E2-13-R1-050,,,,,,,,,,"early full, e.full",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,AQ,343,,PAW-E2-13-R1-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,AQ,343,,PAW-E2-13-R1-052,,,,,,,,,,obscured by veg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,AQ,343,,PAW-E2-13-R1-053,,,,,,,,,,on west facing ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,AQ,343,,PAW-E2-13-R1-054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,AQ,343,,PAW-E2-13-R1-055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,AQ,343,,PAW-E2-13-R1-056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,AQ,343,,PAW-E2-13-R1-057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,AQ,343,,PAW-E2-13-R1-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,AQ,343,,PAW-E2-13-R1-059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
