PlantNumAuto,TranLetter2,AsclepTransID,PlantID Code from 2012,Name from 2012,Trimb in 2012?,2012 Trimb Pt name,2013 Plant ID Code,Trimbled in 2013?,Visited PREV in 2013?,Code for prev 2013 visit,Visited again in 2013?,Code for later visit,New 2013 ID in Trimble,Comments2,Seen during Dist?,Position,Distance,Direction,StemsBUD,StemsFLOWER,StemsDONE,StemsNOflowers,BloomStatusDist,On Trimble?,Which Trimble?,FileName?,Northing,Easting,TRIMBStemsBUD,TRIMBStemsFLOW,TRIMBStemsDONE,TRIMBStemsNOflow,Comments 3,Photo Exposure,Comments3b,SCValid Bud,SCValid Flor,SCValid Done,SCValid None,SCValid Bloom Status,Comments SCValid
3325,AC,329,GILC1001,GILC1001,,GILC1001,GIL-C1-13-R1-002,Y,,,,,,Same as C1001 in 2012,Yes,73,4,West,0,3,0,0,full,Yes,,GILATBEN,,,0,3,0,0,,,,,,,,,
3326,AC,329,GILC1002,GILC1002,,C1002,GIL-C1-13-R1-003,Y,,,,,,Same as C1002 in 2012,Yes,91,2,West,1,1,0,0,early full,Yes,,GILATBEN,,,0,2,0,0,,,,,,,,,
3327,AC,329,GILC1003,GILC1003,,C1003,GIL-C1-13-R1-004,Y,,,,,,Same as C1003 in 2012,Yes,93,3,East,0,8,0,0,late full,Yes,,GILATBEN,,,0,8,0,0,3 Pearl Cresents Visiting,,,,,,,,
3328,AC,329,none (new in 2013),none (new in 2013),,none (new in 2013),GIL-C1-13-R1-005,Y,,,,,,,No,,,,,,,,,Yes,,AT2013GIL,,,0,6,0,0,,,,,,,,,
3329,AC,329,none (new in 2013),none (new in 2013),,none (new in 2013),GIL-C-2013-901,Y,,,,,,,No,,,,,,,,,Yes,,AT2013GIL,,,0,10,0,1,2 Pearl Cresents nectaring & 1 dead pearl cresent held by crab spider,,Stem had buds but died this spring,,,,,,
3330,AC,329,none (new in 2013),none (new in 2013),,none (new in 2013),GIL-C-2013-902,Y,,,,,,,No,,,,,,,,,Yes,,AT2013GIL,,,0,3,0,2,one of the two stems was bitten by large ungulate 12cm off the ground,,,,,,,,
3332,Accidental Row,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,AD,330,,,,,GIL-C2-13-R1-001,No,,,,,,,Yes,0,50,East,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3334,AE,331,,,,,GIL-SI-13-R1-000,No,,,,,, No Plants Seen,No,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,
3335,AF,332,,,,,GIL-S2-13-R1-000,,,,,,,No Plants Seen,No,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,
3336,AG,333,,,,,LTR-E1-13-R1-001,No,,,,,,Validation Testing Performed: initial Bloom Status: full,Yes,24,22,West,0,2,0,0,early full,,,,,,,,,,Clouded sulfur and 2 pearl cresents nectaring,,,0,2,0,0,"early full, early full",
3337,AG,333,,,,,LTR-E1-13-R1-002,No,,,,,,Validation Testing Performed,Yes,23,28,West,0,2,0,0,full,,,,,,,,,,1 pearl cresent nectaring,,,0,2,0,0,"full, full",
3338,AG,333,,,,,LTR-E1-13-R1-003,No,,,,,,"the stem that will not flower this year was bitten off  10"" above ground by large herbivore, Validation Testing Performed: intial stem counts: Stems in Bud:0, Stems in Flower: 3, Stems No Flowers: 0, bloom status: full",Yes,54,165,West,3,4,0,1,early full,,,,,,,,,,2 pearls nectaring,,"very likely that Ben Nagel did not see these plant in 2012 given their great distance from E1. They are within East patch, which is good.",3,4,0,1,early full,
3339,AG,333,,,,,LTR-E1-13-R1-004,No,,,,,,Validation Testing Performed: intial bloom status:full,Yes,58,167,West,0,2,0,0,early full,,,,,,,,,,1 pearl nectaring,,"very likely that Ben Nagel did not see these plant in 2012 given their great distance from E1. They are within East patch, which is good.",0,2,0,0,"full, early full",
3340,AG,333,,,,,LTR-E1-13-R1-005,No,,,,,,Validation Testing Performed,Yes,64,161,West,0,4,0,0,full,,,,,,,,,,4 pearls and 1 monarch nectaring,,"very likely that Ben Nagel did not see these plant in 2012 given their great distance from E1. They are within East patch, which is good.",0,4,0,0,???,
3341,AG,333,,LTR1003,,,LTR-E1-13-R1-006,Yes,,,,,,,No,,,,0,,,,,,,,,,0,0,0,7,,,"Anna H. revisited 3 plants that were trimbled in 2012. Two of the three plants had no flowers yet, & Ray did not see them during distance sampling",,,,,,
3342,AG,333,,LTR1001,,,LTR-E1-13-R1-007,Yes,,,,,,,No,,,,0,,,,,,,,,,5,0,0,2,,,,,,,,,
3343,AG,333,,LTR1002,,,LTR-E1-13-R1-008,Yes,,,,,,,No,,,,0,,,,,,,,,,0,2,0,0,,,,,,,,,
3344,AH,334,,,,,LTR-E2-13-R1-001,no,,,,,,Validation of stem counts performed: initial stems in flow: 4; no butterflies present,Yes,29,97,West,0,3,0,0,full,,,,,,,,,,,,,0,3,0,0,full,no bflies
3345,AH,334,,,,,LTR-E2-13-R1-002,no,,,,,,"Validation of stem counts performed: values the same; 1 coral hairstreak, 4 pearls",Yes,31,89,West,0,4,0,0,full,,,,,,,,,,,,,0,4,0,0,full,"1 coral hairstreak, 4 pearls"
3346,AH,334,,,,,LTR-E2-13-R1-003,no,,,,,,Validation of stem counts performed: values remained the same; 6 pearls,Yes,38,88,West,0,2,0,0,full,,,,,,,,,,,,,0,2,0,0,full,6 pearls
3347,AH,334,,,,,LTR-E2-13-R1-004,no,,,,,,"Validation of stem count performed: initial StemsFLOWER 13, 1 pearl cresent",Yes,48,92,West,0,18,0,0,full,,,,,,,,,,,,,0,18,0,0,full,1 pearl crescent
3348,AH,334,,,,,LTR-E2-13-R1-005,no,,,,,,Validation of stem counts performed: initial Stems inFlow: 2; 4 pearl cresents nectaring,Yes,75,38,West,0,1,0,0,full,,,,,,,,,,,,,0,1,0,0,full,4 pearls nectaring
3349,AH,334,,LTRE2001,,,LTR-E2-13-R1-006,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,4,0,1,"1 monarch caterpillar visiting, 1 crab spider eating a fly",,,,,,,,
3350,AH,334,,LTRE2003,,,LTR-E2-13-R1-007,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,18,0,0,"1 great spangled, about 5 pearl cresents, and an unknown hairstreak visiting",,,,,,,,
3351,AH,334,,LTRE2002,,,LTR-E2-13-R1-008,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,2,0,0,2 pearl cresents and one unknown hairstreak/copper visiting,,,,,,,,
3352,AH,334,,LTRE2004,,,LTR-E2-13-R1-009,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,3,0,0,shortest stem is bent like it was trampled and then healed and flowered,,,,,,,,
3353,AI,335,,,,,LTR-C1-13-R1-001,no,,,,,,,Yes,21,6,East,1,2,0,0,early,,,,,,,,,,,,,,,,,,
3354,AI,335,,,,,LTR-C1-13-R1-002,no,,,,,,,Yes,75,13,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3355,AI,335,,,,,LTR-C1-13-R1-003,no,,,,,,,Yes,76,14,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3356,AI,335,,,,,LTR-C1-13-R1-004,no,,,,,,,Yes,99,26,West,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3357,AJ,336,,,,,LTR-C2-13-R1-001,no,,,,,,"two stems, one flowering",Yes,80,59,West,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3358,AJ,336,,,,,LTR-C2-13-R1-002,no,,,,,,,Yes,81,59,West,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3359,AJ,336,,,,,LTR-C2-13-R1-003,no,,,,,,,Yes,81,59,West,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3360,AJ,336,,,,,LTR-C2-13-R1-004,no,,,,,,,Yes,84,59,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3361,AJ,336,,,,,LTR-C2-13-R1-005,no,,,,,,,Yes,85,55,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3362,AJ,336,,,,,LTR-C2-13-R1-006,no,,,,,,,Yes,85,59,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3363,AJ,336,,,,,LTR-C2-13-R1-007,no,,,,,,,Yes,88,59,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3364,AJ,336,,,,,LTR-C2-13-R1-008,no,,,,,,,Yes,89,88,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3365,AJ,336,,,,,LTR-C2-13-R1-009,no,,,,,,,Yes,90,84,East,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3366,AJ,336,,,,,LTR-C2-13-R1-010,no,,,,,,,Yes,90,86,East,0,4,0,0,full,,,,,,,,,,,,,0,4,0,0,early full,
3367,AJ,336,,,,,LTR-C2-13-R1-011,no,,,,,,,Yes,90,83,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3368,AJ,336,,,,,LTR-C2-13-R1-012,no,,,,,,,Yes,91,83,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3369,AJ,336,,,,,LTR-C2-13-R1-013,no,,,,,,"one full, 2 wont bloom; actually 3 stems 2 bitten off and reprouted as 2 each",Yes,97,1,East,0,1,0,2,full,,,,,,,,,,,,,,,,,,
3370,AJ,336,,LTRC2005,,,LTR-C2-13-R1-014,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,4,0,0,,,,,,,,,
3371,AJ,336,,LTRC2003,,,LTR-C2-13-R1-015,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,1,0,5,5 stems bitten off,,,,,,,,
3372,AJ,336,,LTRC2002,,,LTR-C2-13-R1-016,yes,,,,,,,No,,,,0,,,,,Yes,,,,,1,0,0,0,,,,,,,,,
3373,AJ,336,,LTRC2004,,,LTR-C2-13-R1-017,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,1,0,1,,,,,,,,,
3374,AJ,336,,LTRC2006,,,LTR-C2-13-R1-018,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,9,0,0,,,,,,,,,
3375,AJ,336,,LTRC2007,,,LTR-C2-13-R1-019,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,1,0,0,,,,,,,,,
3376,AJ,336,,LTRC2008,,,LTR-C2-13-R1-020,yes,,,,,,,No,,,,0,,,,,Yes,,,,,1,2,0,1,,,,,,,,,
3377,AJ,336,,LTRC2001,,,LTR-C2-13-R1-021,yes,,,,,,,No,,,,0,,,,,Yes,,,,,2,1,0,0,,,,,,,,,
3378,AK,337,,,,,LTR-W1-13-R1-000,No,,,,,,,No,,,,0,,,,,,,,,,,,,,,,,,,,,,
3380,AL,338,,,,,LTR-W2-13-R1-001,,,,,,,,Yes,8,59,West,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3381,AL,338,,,,,LTR-W2-13-R1-002,,,,,,,,Yes,79,48,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3382,AL,338,,,,,LTR-W2-13-R1-003,,,,,,,,Yes,87,14,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3383,AL,338,,LTRW2001,,,LTR-W2-13-R1-004,Yes,,,,,,,No,,,,0,,,,,Yes,,,,,2,0,0,0,Data collect by Shannon and transcribed by Ray from datasheet transect #319,,,,,,,,
3384,AM,339,,PYWN1001,,,PYW-N1-13-R1-001,yes,,,,,,,Yes,9,16,West,0,2,0,0,full,Yes,,,,,0,3,0,0,,,,,,,,,
3385,AM,339,,PYWN1002,,,PYW-N1-13-R1-002,yes,,,,,,Black swallowtail nectared on tallest stem; clouded sulpher nectaring on shortest stem,Yes,18,2,West,0,5,0,0,full,Yes,,,,,0,5,0,0,"1 monarch, 1 clouded sulphur nectaring",,,,,,,,
3386,AM,339,,PYWN1003,,,PYW-N1-13-R1-003,yes,,,,,,,Yes,80,23,East,0,1,0,0,early full,Yes,,,,,0,2,0,0,1 pearl cresent nectaring,,,,,,,,
3387,AN,340,,,,,PYW-N2-13-R1-001,,,,,,,"Very hard to see bloom status (hidden by fescue), 1 monarch nectaring",Yes,5,30,East,0,6,0,0,,,,,,,,,,,,,,,,,,,
3388,AN,340,,,,,PYW-N2-13-R1-002,,,,,,,,Yes,32,35,East,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3389,AN,340,,,,,PYW-N2-13-R1-003,,,,,,,,Yes,33,35,East,0,3,0,0,,,,,,,,,,,,,,,,,,,
3390,AN,340,,,,,PYW-N2-13-R1-004,,,,,,,,Yes,35,31,East,0,2,0,0,,,,,,,,,,,,,,,,,,,
3391,AN,340,,,,,PYW-N2-13-R1-005,,,,,,,,Yes,46,57,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3392,AN,340,,,,,PYW-N2-13-R1-006,,,,,,,,Yes,47,58,East,0,7,0,0,early full,,,,,,,,,,,,,,,,,,
3393,AN,340,,,,,PYW-N2-13-R1-007,,,,,,,,Yes,51,44,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3394,AN,340,,,,,PYW-N2-13-R1-008,,,,,,,6 pearl cresents nectaring at it,Yes,60,2,West,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3395,AN,340,,,,,PYW-N2-13-R1-009,,,,,,,,Yes,79,79,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3396,AN,340,,,,,PYW-N2-13-R1-010,,,,,,,,Yes,79,81,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3397,AN,340,,,,,PYW-N2-13-R1-011,,,,,,,1 clouded sulphur nectar,Yes,80,82,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3398,AN,340,,,,,PYW-N2-13-R1-012,,,,,,,,Yes,89,13,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3399,AN,340,,,,,PYW-N2-13-R1-013,,,,,,,,Yes,89,16,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3400,AN,340,,,,,PYW-N2-13-R1-014,,,,,,,3 pearl cresents nectaring,Yes,92,9,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3401,AN,340,,,,,PYW-N2-13-R1-015,,,,,,,,Yes,93,63,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3402,AN,340,,,,,PYW-N2-13-R1-016,,,,,,,,Yes,97,57,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3403,AN,340,,,,,PYW-N2-13-R1-017,,,,,,,,Yes,98,58,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3404,AN,340,,,,,PYW-N2-13-R1-018,,,,,,,,Yes,99,54,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3405,AN,340,,PYWN2001,,,PYW-N2-13-R1-019,Yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,10,0,0,,,,,,,,,
3406,AN,340,,PYWN2002,,,PYW-N2-13-R1-020,Yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,2,0,0,,,,,,,,,
3407,AN,340,,PYWN2006,,,PYW-N2-13-R1-021,Yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,1,0,0,,,,,,,,,
3408,AN,340,,PYWN2004,,,PYW-N2-13-R1-022,Yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,3,0,0,,,,,,,,,
3409,AN,340,,PYWN2007,,,PYW-N2-13-R1-023,Yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,0,0,0,Top of plant eaten off,,,,,,,,
3410,AN,340,,PYWN2005,,,PYW-N2-13-R1-024,Yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,2,0,0,,,,,,,,,
3411,AN,340,,PYWN2003,,,PYW-N2-13-R1-025,Yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,3,0,0,,,,,,,,,
3412,AN,340,,PYWN2008,,,PYW-N2-13-R1-026,Yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,1,0,1,Top of plant eaten off,,,,,,,,
3413,AO,341,,,,,PYW-C2-13-R1-001,no,,,,,,1 pearl cresent,Yes,8,4,East,0,1,0,0,full,No,,,,,,,,,,,,,,,,,
3414,AO,341,,,,,PYW-C2-13-R1-002,no,,,,,,1 pearl cresent,Yes,8,40,East,1,2,0,0,early full,No,,,,,,,,,,,,,,,,,
3415,AO,341,,,,,PYW-C2-13-R1-003,no,,,,,,,Yes,10,36,East,0,4,0,0,full,No,,,,,,,,,,,,,,,,,
3416,AO,341,,,,,PYW-C2-13-R1-004,no,,,,,,"1 monarch, 1 pearl nectaring",Yes,13,1,East,0,3,0,0,full,No,,,,,,,,,,,,,,,,,
3417,AO,341,,,,,PYW-C2-13-R1-005,no,,,,,,tiny,Yes,3,17,West,0,1,0,0,early full,No,,,,,,,,,,,,,,,,,
3418,AO,341,,,,,PYW-C2-13-R1-006,no,,,,,,"1 clouded, 1 pearl nectaring",Yes,41,5,East,0,2,0,0,full,No,,,,,,,,,,,,,,,,,
3419,AO,341,,,,,PYW-C2-13-R1-007,no,,,,,,,Yes,46,32,East,0,2,0,0,full,No,,,,,,,,,,,,,,,,,
3420,AO,341,,,,,PYW-C2-13-R1-008,no,,,,,,1 pearl nectaring,Yes,64,8,East,0,1,0,0,full,No,,,,,,,,,,,,,,,,,
3421,AO,341,,,,,PYW-C2-13-R1-009,no,,,,,,2 pearls nectaring,Yes,76,21,East,0,4,0,0,full,No,,,,,,,,,,,,,,,,,
3422,AO,341,,,,,PYW-C2-13-R1-010,no,,,,,,seem white looking back,Yes,45,65,East,0,5,0,0,full,No,,,,,,,,,,,,,,,,,
3423,AO,341,,PYW-C2-2005,,,PYW-C2-13-R1-011,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,2,0,0,1 crab spider,,this is the same plant as c1011 from 2012,,,,,,
3424,AO,341,,PYW-C2-002,,,PYW-C2-13-R1-012,yes,,,,,,,No,,,,0,,,,,Yes,,,,,3,1,0,0,,,very young buds (still in leaves),,,,,,
3425,AO,341,,PYW-C2-2003,,,PYW-C2-13-R1-013,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,3,0,0,,,,,,,,,
3426,AO,341,,PYW-C2-2001,,,PYW-C2-13-R1-014,yes,,,,,,,No,,,,0,,,,,Yes,,,,,0,4,0,1,,,,,,,,,
3427,AO,341,,PYW-C2-2006,,,PYW-C2-13-R1-015,yes,,,,,,,No,,,,0,,,,,Yes,,,,,1,3,0,0,,,1 crab spider,,,,,,
3428,Accidental Row,341,,,,,accidental row,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
3429,AP,342,,,,,PAW-E1-13-R1-001,,,,,,,monarch nectaring,Yes,0,5,West,0,9,0,0,full,,,,,,,,,,,,,0,9,0,0,full,"1 regal, 1 P. polyxenes, 2 pearls"
3430,AP,342,,,,,PAW-E1-13-R1-002,,,,,,,,Yes,57,1,West,0,1,0,0,late full,,,,,,,,,,,,,0,2,0,0,late full,2nd stem was hidden by vegetation
3431,AP,342,,,,,PAW-E1-13-R1-003,,,,,,,,Yes,67,33,West,0,3,0,0,late full,,,,,,,,,,,,,0,6,0,0,full,(small inflor.)
3432,AP,342,,,,,PAW-E1-13-R1-004,,,,,,,,Yes,90,38,West,0,2,0,0,full,,,,,,,,,,,,,0,2,0,0,full,
3433,AP,342,,,,,PAW-E1-13-R1-005,,,,,,,Validated Count,Yes,91,0,East,0,7,0,0,full,,,,,,,,,,,,,0,7,0,0,"full, full, late full",
3434,AP,342,,,,,PAW-E1-13-R1-006,,,,,,,,Yes,97,15,West,0,1,0,0,full,,,,,,,,,,,,,0,1,0,0,,
3435,AP,342,,,,,PAW-E1-13-R1-007,,,,,,,,Yes,98,16,West,0,3,0,0,full,,,,,,,,,,,,,0,3,0,0,full,ETB nect.
3436,AP,342,,PAWE1001,,,PAW-E1-13-R1-008,yes,,,,,,,No,,,,0,,,,,Yes,,Pawe1AT,,,0,9,0,0,,,,,,,,,
3437,AP,342,,PAWE1004,,,PAW-E1-13-R1-009,yes,,,,,,,No,,,,0,,,,,Yes,,Pawe1AT,,,0,15,0,0,,,,,,,,,
3438,AP,342,,PAWE1005,,,PAW-E1-13-R1-010,yes,,,,,,,No,,,,0,,,,,Yes,,Pawe1AT,,,0,5,0,0,,,,,,,,,
3439,AP,342,,PAWE1006,,,PAW-E1-13-R1-011,yes,,,,,,,No,,,,0,,,,,Yes,,Pawe1AT,,,0,5,0,0,,,,,,,,,
3440,AP,342,,PAWE1007,,,PAW-E1-13-R1-012,yes,,,,,,,No,,,,0,,,,,Yes,,Pawe1AT,,,0,7,0,0,,,,,,,,,
3441,AQ,343,,,,,PAW-E2-13-R1-001,,,,,,,,Yes,0,12,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3442,AQ,343,,,,,PAW-E2-13-R1-002,,,,,,,,Yes,0,10,East,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3443,AQ,343,,,,,PAW-E2-13-R1-003,,,,,,,,Yes,1,9,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3444,AQ,343,,,,,PAW-E2-13-R1-004,,,,,,,,Yes,2,22,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3445,AQ,343,,,,,PAW-E2-13-R1-005,,,,,,,,Yes,2,11,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3446,AQ,343,,,,,PAW-E2-13-R1-006,,,,,,,"full, early full, early",Yes,2,12,East,0,3,0,0,early full,,,,,,,,,,,,,,,,,,
3447,AQ,343,,,,,PAW-E2-13-R1-007,,,,,,,obscured by veg,Yes,3,24,East,0,7,0,0,,,,,,,,,,,,,,,,,,,
3448,AQ,343,,,,,PAW-E2-13-R1-008,,,,,,,pearl cresent nectaring,Yes,3,7,East,0,4,0,0,,,,,,,,,,,,,,,,,,,
3449,AQ,343,,,,,PAW-E2-13-R1-009,,,,,,,,Yes,4,15,East,0,2,0,0,,,,,,,,,,,,,,,,,,,
3450,AQ,343,,,,,PAW-E2-13-R1-010,,,,,,,"full, full, full",Yes,4.5,15,East,3,10,0,0,full,,,,,,,,,,,,,,,,,,
3451,AQ,343,,,,,PAW-E2-13-R1-011,,,,,,,,Yes,6,7,East,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3452,AQ,343,,,,,PAW-E2-13-R1-012,,,,,,,,Yes,7,8,East,1,1,0,0,full,,,,,,,,,,,,,,,,,,
3453,AQ,343,,,,,PAW-E2-13-R1-013,,,,,,,,Yes,8,25,East,2,2,0,0,full,,,,,,,,,,,,,,,,,,
3454,AQ,343,,,,,PAW-E2-13-R1-014,,,,,,,,Yes,9,23,East,5,5,0,0,full,,,,,,,,,,,,,,,,,,
3455,AQ,343,,,,,PAW-E2-13-R1-015,,,,,,,,Yes,9.5,24,East,2,2,0,0,full,,,,,,,,,,,,,,,,,,
3456,AQ,343,,,,,PAW-E2-13-R1-016,,,,,,,,Yes,10,20,East,10,10,0,0,full,,,,,,,,,,,,,,,,,,
3457,AQ,343,,,,,PAW-E2-13-R1-017,,,,,,,,Yes,9.5,17,East,2,2,0,0,full,,,,,,,,,,,,,,,,,,
3458,AQ,343,,,,,PAW-E2-13-R1-018,,,,,,,,Yes,10,17,East,4,4,0,0,full,,,,,,,,,,,,,,,,,,
3459,AQ,343,,,,,PAW-E2-13-R1-019,,,,,,,,Yes,11,26,East,8,8,0,0,full,,,,,,,,,,,,,,,,,,
3460,AQ,343,,,,,PAW-E2-13-R1-020,,,,,,,,Yes,11.5,26,East,7,7,0,0,full,,,,,,,,,,,,,,,,,,
3461,AQ,343,,,,,PAW-E2-13-R1-021,,,,,,,,Yes,12,23,East,0,10,0,0,full,,,,,,,,,,,,,,,,,,
3462,AQ,343,,,,,PAW-E2-13-R1-022,,,,,,,,Yes,12.5,16,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3463,AQ,343,,,,,PAW-E2-13-R1-023,,,,,,,,Yes,12.5,27,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3464,AQ,343,,,,,PAW-E2-13-R1-024,,,,,,,,Yes,13,26,East,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3465,AQ,343,,,,,PAW-E2-13-R1-025,,,,,,,,Yes,13,28,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3466,AQ,343,,,,,PAW-E2-13-R1-026,,,,,,,,Yes,13.5,20,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3467,AQ,343,,,,,PAW-E2-13-R1-027,,,,,,,,Yes,13.5,18,East,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3468,AQ,343,,,,,PAW-E2-13-R1-028,,,,,,,,Yes,13.5,16,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3469,AQ,343,,,,,PAW-E2-13-R1-029,,,,,,,,Yes,14,12,East,1,1,0,0,full,,,,,,,,,,,,,,,,,,
3470,AQ,343,,,,,PAW-E2-13-R1-030,,,,,,,,Yes,15,26,East,0,11,0,0,full,,,,,,,,,,,,,,,,,,
3471,AQ,343,,,,,PAW-E2-13-R1-031,,,,,,,,Yes,16,28,East,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3472,AQ,343,,,,,PAW-E2-13-R1-032,,,,,,,,Yes,16.5,24,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3473,AQ,343,,,,,PAW-E2-13-R1-033,,,,,,,,Yes,17,23,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3474,AQ,343,,,,,PAW-E2-13-R1-034,,,,,,,,Yes,17.5,22,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3475,AQ,343,,,,,PAW-E2-13-R1-035,,,,,,,,Yes,20,21,East,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3476,AQ,343,,,,,PAW-E2-13-R1-036,,,,,,,"6 crab, pearl",Yes,21,7,West,0,13,0,0,full,,,,,,,,,,,,,,,,,,
3477,AQ,343,,,,,PAW-E2-13-R1-037,,,,,,,,Yes,22,60,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3478,AQ,343,,,,,PAW-E2-13-R1-038,,,,,,,,Yes,25,18,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3479,AQ,343,,,,,PAW-E2-13-R1-039,,,,,,,,Yes,26,30,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3480,AQ,343,,,,,PAW-E2-13-R1-040,,,,,,,,Yes,26.5,23,East,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3481,AQ,343,,,,,PAW-E2-13-R1-041,,,,,,,,Yes,27,19,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3482,AQ,343,,,,,PAW-E2-13-R1-042,,,,,,,"1 pearl, 1 crab spider",Yes,27,5,West,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3483,AQ,343,,,,,PAW-E2-13-R1-043,,,,,,,,Yes,32,2,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3484,AQ,343,,,,,PAW-E2-13-R1-044,,,,,,,,Yes,32,5,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3485,AQ,343,,,,,PAW-E2-13-R1-045,,,,,,,on west facing ridge,Yes,35,57,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3486,AQ,343,,,,,PAW-E2-13-R1-046,,,,,,,small inflow.,Yes,36,6,West,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3487,AQ,343,,,,,PAW-E2-13-R1-047,,,,,,,,Yes,40,50,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3488,AQ,343,,,,,PAW-E2-13-R1-048,,,,,,,,Yes,48,1,West,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3489,AQ,343,,,,,PAW-E2-13-R1-049,,,,,,,"full, bud",Yes,50,6,West,1,2,0,0,full,,,,,,,,,,,,,,,,,,
3490,AQ,343,,,,,PAW-E2-13-R1-050,,,,,,,"early full, e.full",Yes,51,4,West,0,3,0,0,full,,,,,,,,,,,,,,,,,,
